token_id,exchange_id,contract
68804fa2-0bbd-4005-9ac7-76200dbdd06d,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1V2ycxoY55ACtvdbxQMM7d4wnQ1QCxTCJg
7a0e3da6-b9df-4e49-a8be-c75ed4781cce,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1Th57AbgJmiZWDny6Ewqd2sx5qSxJwu8ry
f8177e39-ecc1-4865-bf80-ffa05c5439f7,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1X6MJFtzypK6yuMXzg4KQ9FJAccH8PazKz
2f0c6631-e1f3-45f9-b0c5-53bdd0ce5a84,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1QcjAPGokiVqeGDTJZuJuBvRJPtWtqSJFG
702d2a42-b740-4114-8e85-03244385b91b,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1Fm5fS6VhFyE9wgopXcoQ3Nyb5awLY2sQH
3d86b7d3-7e09-41ef-91e2-e6e2c7ca87e5,5b50ccdd-9084-4447-af25-e01a4281b83f,KT19NB2rNZ8zHULS4cGM4NgjqJJuANVVX8xq
5ce0dab8-4bc2-43ae-872c-8909f23d67cb,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1TtpMxWwAR41b8f8k4ujqjd8YoWvYDR5tN
019d12ab-0f2d-470f-8f93-67602f88426e,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1WnUVk9Z1Ua2UEHEraNRw48LYkmPvHbJwG
88a7407f-3ce1-4a6c-b6cd-d95288bdd83f,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1HhUWkzjmdjFTgNMmGgdNWGb6wwEXA4XCT
0eabb372-f161-46aa-8e05-1c8250ef5124,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1HuvTLksDHUZYs12MZUbhHHR1SUdMA1NuS
032b508c-5cfc-4606-835d-16ddd04f4569,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1D3tdqrEkcwKkhJso5jmrJiyiaNVWtYiFJ
54a5a858-6ba2-4b84-ab2c-e27aff7d0119,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1RRgK6eXvCWCiEGWhRZCSVGzhDzwXEEjS4
5366714a-219d-4e0a-b2c3-8f4f7ac5ad95,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1BAPAVXMuYz63HrF9CGM9Gu8JVYTFpYqao
892fc6d1-29a9-4fd2-95bc-39943edd1569,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1BweorZK1CJDEu76SyKcxfzeiAxip73Kot
c303e061-bcf2-49af-b6d1-653c2cffafed,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1PmH3JCEo65koqSGGUArKSpbKMN8dJ3BPZ
63e014d7-ee2a-4c72-942c-2f24613079cc,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1QxLqukyfohPV5kPkw97Rs6cw1DDDvYgbB
98541ea6-3d77-4a2f-aa98-0f3aacf27865,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1Evsp2yA19Whm24khvFPcwimK6UaAJu8Zo
8f3bb2e7-44c6-45f6-bb77-21fd023f429e,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1LZqFas2GEUe5z5CFkL9Wqq6tZFzQbopm8
4c51126b-2383-4a13-a8ec-14c7dba017ef,5b50ccdd-9084-4447-af25-e01a4281b83f,KT198myhugqAVvtNbYgN4sBKMFRYBvprcKHf
c973a483-06ec-4d60-9f2a-ef095955286f,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1WtFb1mTsFRd1n1nAYMdrE2Ud9XREz5hjK
7a6ceca4-ad86-40a1-b306-623950f31117,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1J3wTYb4xk5BsSBkg6ML55bX1xq7desS34
cb212283-3a09-4e5d-8071-16eb76d106fb,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1CNEgfKrGWtYdWAGG3cyZAUcFFpotmAme9
be600280-2153-4759-9e76-a9ca783f9672,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1SFJpp5pRDpBPCbqGv529HrTZ6Dck3ZVf3
0d8e57f9-a002-47fb-9720-ef1a18092fd7,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1S4WyNiYPoYheihysddNh5hojNFdiVBwZL
b7fe25fe-d25d-4cde-ae8e-fd65072258d0,5b50ccdd-9084-4447-af25-e01a4281b83f,KT19HJTgEqnmi1cYyq8z2WFtyNTECodfixmj
0ecb2f7a-e1a8-4ef7-aa29-7a0d55409e32,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1QoKSXVnvytnkbMLu8Nqh9vH9qPdtvxR6K
4988c2a1-673f-4a3e-96b3-3e47e306a093,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1L98jqwZtKUZbcPNxb3pTY7b2WXUGEzn8G
3b70a82d-9bcc-45be-86c7-c49cd049fca4,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1Gx1F1NzDNUbMSUrJpTgeDUaPC9JRiSXio
02143621-e1b2-428f-83b9-b303de4fa0d5,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1FcxZ14sMs1ejM1VdvYeBzPKyru7cthw2Q
42b69b31-cecc-445b-a53e-1ff81e2a72f6,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1U2hs5eNdeCpHouAvQXGMzGFGJowbhjqmo
832e53b2-6719-4fd0-ae22-4a0a907a11d6,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1WxgZ1ZSfMgmsSDDcUn8Xn577HwnQ7e1Lb
88b23c13-dcea-4f47-b507-530bb3261672,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1NXdxJkCiPkhwPvaT9CytFowuUoNcwGM1p
a9c95ec9-b11b-4c26-841a-b3ebe66cd36c,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1SE2xuKackLc6h4KVtQxXAK4hBjXpj7YRT
7493adfa-52d0-498d-92cb-6d84415bd01a,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1Lvtxpg4MiT2Bs38XGxwh3LGi5MkCENp4v
0031fdfa-d1ab-4f59-955e-4db7af5e3516,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1Ca5FGSeFLH3ugstc5p56gJDMPeraBcDqE
3ef40999-7919-4644-8647-1503e8a02dde,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1Lpysr4nzcFegC9ci9kjoqVidwoanEmJWt
7c69a3e8-2c1f-49a3-9d20-77f84363d1f6,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1Ti3nJT85vNn81Dy5VyNzgufkAorUoZ96q
9a8ecfc4-bd21-4886-9e24-44ca467ae22d,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1KFszq8UFCcWxnXuhZPUyHT9FK3gjmSKm6
cc71aec3-d928-4172-8583-6a55d03d6267,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1BMEEPX7MWzwwadW3NCSZe9XGmFJ7rs7Dr
f48fd1b2-abeb-482d-94b6-c06eb047b57e,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1Gdix8LoDoQng7YqdPNhdP5V7JRX8FqWvM
d5f80c22-d578-4179-aa56-c8a6d28fdb60,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1Q79J9guKTbepaNvDy4hH9VGziXh2RPLiS
edc21aa0-61a7-498d-b880-e3487c9c8988,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1WYoYSdHNmNJf9pHWPoHJWDA3bid1NP9SJ
22e97844-e977-4172-8175-99295ea075c7,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1DCi4yga38ZY7omdp5UBYRZDvL3BvLFR8J
6ed140ec-aa1a-43f0-af8d-c56b0ad95574,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1Eg2QesN1tCzScTrvoeKm5W67GgjV32McR
db9fa76a-6ade-4113-b813-188852dda8cb,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1TYjt5eLHRx3nQpSfaR94oQ6vehu24vvSQ
42f2275b-5317-4b46-8a5b-d3ac9a1359ca,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1UV2rW49MUxvYVHrrQZejkr7mzaADQ3Wa4
39ec22db-9585-49bc-8d31-a042475f5543,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1DuYujxrmgepwSDHtADthhKBje9BosUs1w
f4954e7b-4207-4a7f-8661-af280d41b67d,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1SArJcuCSKPzA2NBgR8QbXgD3acfDREBV5
2708de66-1b79-4abd-97c2-98957ef35a88,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1A834QfnWremTQ4tc63s8NKbHzLJVszgxc
c871f0e5-8380-4291-9ff7-5184e39ef76c,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1A4Sj8TBg4pazMkj226bAAcH6A4iCNQno4
9038194c-cf72-4c9d-8ed4-11e0ba0d3156,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1XQZxsG4pMgcN7q7Nu3XFihsb9mEvqBmAT
6d19300b-0d26-438e-997a-404b886b7d30,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1Wnq8KYjyntmGcwnHMz4DnaxhXtjTfv5zR
f87d5f7e-3184-4800-9e23-825a21d38857,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1Rj4wyhTBrCJGXJvR8FxXgt5TpuqHEexAW
07d30ddd-1012-43aa-8e06-509ff2d94aff,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1SzCtZYesqXt57qHymr3Hj37zPQT47JN6x
690996b4-e905-420c-b129-7cc8360c33c8,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1SKEp4kiJSSfKG6FJiRV3ckympSuLhfCH6
aad4599a-1f42-4364-aba6-a0a1fffb11c3,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1NQyNPXmjYktNBDhYkBKyTGYcJSkNbYXuh
261a2428-3b6e-4197-8af0-120a273dc44f,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1AN7BBmeSUN5eDDQLEhWmXv1gn4exc5k8R
be7c2ee5-0ee6-4f61-822c-2d6c1a118a77,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1KuV43iebbbrkBMGov2QMgAbsnAksx6ncW
250f1b63-7f34-422a-a10d-5d81b0bc042a,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1Lvtxpg4MiT2Bs38XGxwh3LGi5MkCENp4v
a8d8e2fc-1645-4c1e-b317-9520bc5e9eff,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1X6dAh8fwQMkWC9yh4yuvkJaS5NjqY4NvW
516c80e9-0f4c-4cd4-9cde-9ebdfde86ccc,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1Unphw5yMDcUNAtKpynxWPPLKDegAZQtzb
3fab434b-bf65-4d73-a5b0-df698b98ba61,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1NdkX8kzQ3QfG3bDe9TmkSVCB6zDWmi27N
737601b1-cafb-405a-8d6b-b00433c4020c,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1MaefGJRtu57DiVhQNEjYgTYok3X71iEDj
c16faae2-7cb3-47eb-9f0e-63cdefd565f9,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1JzZtBeHDBS9XyEqUc9nZhsqcfeNLxVV1T
425da3bb-88dd-4b2e-bcf5-d12d01d2ff0a,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1ANEFHasacTTZxGPmQmZo7spj5YuLE6TL4
8915a73c-5e30-4056-8bef-4e1cbcc1cb2d,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1VcUfNTWM8565RNLnwzmJRVHUNbZBKUtcj
d0ebc7b8-c2ae-48b0-89e0-773ed4c86ede,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1WBLrLE2vG8SedBqiSJFm4VVAZZBytJYHc
03a86d4e-34bb-4d47-bfa0-8d0912c8ad2d,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1GsTjbWkTgtsWenM6oWuTuft3Qb46p2x4c
35638219-4162-4909-a967-418a28e254e1,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1ERtmznJQj4JpX7q6dN3JLJXaDTnZkD7e4
17830f90-e0d8-40f4-ad79-5929f0d276d0,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1PmmaD34R8nK1d1ra8nUZfBFcTWGLmAjgG
46f4e9fc-fac4-415d-9c92-704189437cda,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1RsfuBee5o7GtYrdB7bzQ1M6oVgyBnxY4S
dcc71acf-6594-494b-89c6-f74182fe0c80,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1GesE2kX6QcPF5bxyvGHW7fhDGYU6aKi7w
800d4f64-22a3-42d0-8896-12d0f96d7ef5,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1PQ8TMzGMfViRq4tCMFKD2QF5zwJnY67Xn
80b963c6-057e-404e-a03c-0ec052488a00,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1M5H8qkJEzhdC3ZxZ78bSxgmcddrcusbry
447dbafc-a0d0-4bd1-a6e5-ee8d5d181bfc,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1UEfXGj5Ag73qCdZTk2534SZDT7cd7J8m8
378c1c14-bf97-498e-b9ce-30aa61b639a7,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1VfiExduEkrpM4TbsnAw9QV1VURqaRFGKs
9a7a323c-f677-40aa-a97f-91b6e6b0d9b0,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1Lotcahh85kp878JCEc1TjetZ2EgqB24vA
77a4b3d0-68e5-4352-adc5-2fe1ba3d5e70,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1DA8NH6UqCiSZhEg5KboxosMqLghwwvmTe
5f2d7e76-68fa-49c4-b023-24a85220b2c0,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1W3VGRUjvS869r4ror8kdaxqJAZUbPyjMT
f0f55997-20d0-498d-ad16-3d971e16ab76,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1GSjkSg6MFmEMnTJSk6uyYpWXaEYFahrS4
4b97592a-2e0a-4594-a34a-84bf1b42ea41,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1BNRefGboWR4p2SFwDDTosjnPKPL9hVk3q
12498e3c-978d-4ce2-92b8-07ec4370dc5e,5b50ccdd-9084-4447-af25-e01a4281b83f,KT1FG63hhFtMEEEtmBSX2vuFmP87t9E7Ab4t
